task_name,problem_type,instruction,instance,solution,obj,instance_variant,solution_variant,context_index,input_format,input_index_base
BPP,BPP,"There's a scene in the loading bay where someone is stacking a bunch of small crates onto identical pallets — each crate needs to go on a single pallet (not split or duplicated), and the total weight on every pallet must stay within its limit. The goal is to keep the number of pallets in use as low as possible; you check how well you did simply by counting pallets that carry something. The exact numbers for the crates and the pallet limit follow below.

# pallet_capacity=100.0
# total_crates=8
crate_id,crate_weight
1,41.5
2,25.0
3,47.2
4,29.8
5,39.3
6,29.8
7,48.0
8,35.0

Oh, and if you want to hand the result back in a tidy way, please follow this simple JSON layout — something that looks like a list of pallets, each with the crates assigned to it:

{
  ""solution"": [[crate_id, ...], ...]
}

This little sketch means: ""solution"" is a list of pallets; each inner list is the set of crate identifiers sitting on that pallet. The crate_id entries are just placeholders showing the shape I want — when you give the real assignment, put the actual crate labels from the instance in their place.

Just a quick reminder: use the identifiers exactly as they appear in the instance input — no renaming and no new labels. Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.","[41.5, 25.0, 47.2, 29.8, 39.3, 29.8, 48.0, 35.0]","[[3, 4], [2, 6], [0, 1, 5], [7]]",4,"{'problem_type': 'BPP', 'bin_capacity': 100.0, 'n_items': 8, 'items': [{'item_id': 1, 'weight': 41.5}, {'item_id': 2, 'weight': 25.0}, {'item_id': 3, 'weight': 47.2}, {'item_id': 4, 'weight': 29.8}, {'item_id': 5, 'weight': 39.3}, {'item_id': 6, 'weight': 29.8}, {'item_id': 7, 'weight': 48.0}, {'item_id': 8, 'weight': 35.0}]}","[[4, 5], [3, 7], [1, 2, 6], [8]]",41,csv,1
BPP,BPP,"Someone putting together party favors has to cram all the items into matching gift bags before the guests arrive. The decision is how to distribute the favors so no bag goes over what it can carry, and the aim is to use the least number of bags — you judge the result by counting bags, with lower counts meaning a better packing. Rules: every favor goes into exactly one bag, and no bag can exceed its carrying limit. The concrete numbers for the favors and bag limit are listed below.

# bag_capacity=150.0
# total_favors=9
favor_id,favor_weight
0,51.0
1,99.0
2,58.0
3,87.0
4,74.0
5,59.0
6,49.0
7,86.0
8,47.0

Oh, and when you hand back the packing plan, it'd be great if you followed this little JSON layout so it's easy to read automatically:

{
  ""solution"": [[""favor_id"", ""favor_id"", ""favor_id""], [""favor_id"", ""favor_id""]]
}

Here ""solution"" is a list of gift bags, each inner list is one bag and the entries are placeholders for the favors that go into that bag. Treat each ""favor_id"" as a stand-in for whatever identifier the instance uses for a favor — this is just a sketch of the shape I expect, not the actual packing.

Please make sure you use the exact identifiers from the instance input — don't rename them or invent new labels. Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.","[51.0, 99.0, 58.0, 87.0, 74.0, 59.0, 49.0, 86.0, 47.0]","[[2, 7], [1, 6], [0, 8], [4, 5], [3]]",5,"{'problem_type': 'BPP', 'bin_capacity': 150.0, 'n_items': 9, 'items': [{'item_id': 0, 'weight': 51.0}, {'item_id': 1, 'weight': 99.0}, {'item_id': 2, 'weight': 58.0}, {'item_id': 3, 'weight': 87.0}, {'item_id': 4, 'weight': 74.0}, {'item_id': 5, 'weight': 59.0}, {'item_id': 6, 'weight': 49.0}, {'item_id': 7, 'weight': 86.0}, {'item_id': 8, 'weight': 47.0}]}","[[2, 7], [1, 6], [0, 8], [4, 5], [3]]",42,csv,0
BPP,BPP,"Recently I helped a friend pack for a hike: we had to split all their gear into the same model of backpack, with each bag only able to hold so much weight. Every single item had to be assigned to one bag, no extras and no repeats, and each bag’s total weight had to stay under its limit. The trick was to get everything into as few backpacks as we could — you simply count the backpacks to see how well you did. The exact list of items with their weights and the backpack limit is given below.

- **backpack_capacity**: 150.0
- **total_gear_items**: 5

| gear_item_id | item_weight |
|---|---|
| 0 | 20.0 |
| 1 | 77.0 |
| 2 | 39.0 |
| 3 | 20.0 |
| 4 | 84.0 |

If you want to hand me a candidate packing plan, a simple JSON sketch is best — nothing fancy, just a list of backpacks with the item identifiers that go in each one. Something like this shows the shape I expect:

{
  ""solution"": [[gear_id, ...], ...]
}

Think of each inner list as one backpack and each placeholder like gear_id as a stand-in for an actual item identifier from the list above. This is just the form I need — a quick, human-friendly way to say ""these items go together"" — not the final packed result.

Please note: use the exact identifiers from the instance input with no renaming and no new labels. Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.","[20.0, 77.0, 39.0, 20.0, 84.0]","[[1, 2, 3], [0, 4]]",2,"{'problem_type': 'BPP', 'bin_capacity': 150.0, 'n_items': 5, 'items': [{'item_id': 0, 'weight': 20.0}, {'item_id': 1, 'weight': 77.0}, {'item_id': 2, 'weight': 39.0}, {'item_id': 3, 'weight': 20.0}, {'item_id': 4, 'weight': 84.0}]}","[[1, 2, 3], [0, 4]]",43,markdown_table,0
BPP,BPP,"We’re at the loading dock with a pile of parcels and a bunch of the same-sized containers to fill. The decision is which parcel goes into which container so that each parcel is packed exactly once, no container is overweight, and the whole setup uses the smallest possible number of containers — the lower the container count, the better. Every parcel must be placed and not duplicated, and the concrete details will be shown below.

{
  ""container_capacity"": 150.0,
  ""total_parcels"": 6,
  ""items"": [
    {
      ""parcel_id"": 1,
      ""parcel_weight"": 32.0
    },
    {
      ""parcel_id"": 2,
      ""parcel_weight"": 90.0
    },
    {
      ""parcel_id"": 3,
      ""parcel_weight"": 57.0
    },
    {
      ""parcel_id"": 4,
      ""parcel_weight"": 32.0
    },
    {
      ""parcel_id"": 5,
      ""parcel_weight"": 58.0
    },
    {
      ""parcel_id"": 6,
      ""parcel_weight"": 65.0
    }
  ]
}

If you want the packing laid out simply, just send it back in a little JSON sketch like this:

{
  ""solution"": [[parcel_id, ...], ...]
}

Here ""solution"" is a list of containers, and each inner list is the parcels that go into that container (those parcel_id tokens are placeholders). Think of it like a packing list form — one line per container, item names filled in where the placeholders are. This block is just the shape I expect your answer to follow, not the actual packing for the instance.

Please be careful to use the exact identifiers from the instance input — do not rename them or invent new ones.

- for example: ""Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.""","[32.0, 90.0, 57.0, 32.0, 58.0, 65.0]","[[0, 3, 5], [2, 4], [1]]",3,"{'problem_type': 'BPP', 'bin_capacity': 150.0, 'n_items': 6, 'items': [{'item_id': 1, 'weight': 32.0}, {'item_id': 2, 'weight': 90.0}, {'item_id': 3, 'weight': 57.0}, {'item_id': 4, 'weight': 32.0}, {'item_id': 5, 'weight': 58.0}, {'item_id': 6, 'weight': 65.0}]}","[[1, 4, 6], [3, 5], [2]]",44,json,1
BPP,BPP,"At the nursery this morning the challenge is to arrange all the pots onto identical growing trays so each pot belongs to one tray and nothing is omitted or duplicated. Every tray carries a strict weight limit, so the total on any tray has to be within that safe range. The aim is to pack everything using the fewest trays possible — you can see which arrangement is better by the tray count. The specific pot weights and tray capacity are listed below.

There are 8 pots and each tray can carry up to 150.0 weight.
Pot A weighs 90.0.
Pot B weighs 40.0.
Pot C weighs 56.0.
Pot D weighs 73.0.
Pot E weighs 93.0.
Pot F weighs 45.0.
Pot G weighs 86.0.
Pot H weighs 30.0.
Place pots so no tray exceeds 150.0, aiming to use the fewest trays to hold all 8 pots.

Oh, and when you send the actual arrangement back, please use this simple JSON layout so it's easy to read by the nursery records:

{
  ""solution"": [[pot_id, ...], ...]
}

This little sketch means ""solution"" is a list of trays, and each inner list is the pots assigned to that tray (each pot referenced by its pot identifier from the input). Think of it like a form: one row per tray, with the pot IDs listed together.

This is just the expected shape — not the real packing — so fill it with the actual pot identifiers when you reply. Please make sure you use the exact identifiers from the instance input — do not rename them and do not invent new labels.

For example: ""Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.""","[90.0, 40.0, 56.0, 73.0, 93.0, 45.0, 86.0, 30.0]","[[4], [3, 5, 7], [0, 1], [2, 6]]",4,"{'problem_type': 'BPP', 'bin_capacity': 150.0, 'n_items': 8, 'items': [{'item_id': 'A', 'weight': 90.0}, {'item_id': 'B', 'weight': 40.0}, {'item_id': 'C', 'weight': 56.0}, {'item_id': 'D', 'weight': 73.0}, {'item_id': 'E', 'weight': 93.0}, {'item_id': 'F', 'weight': 45.0}, {'item_id': 'G', 'weight': 86.0}, {'item_id': 'H', 'weight': 30.0}]}","[['E'], ['D', 'F', 'H'], ['A', 'B'], ['C', 'G']]",45,nl,names
BPP,BPP,"Someone at the shop is lining up posters to be rolled and packed into the same kind of mailing tubes. The tricky part is picking which posters go together so each tube stays under its capacity and every poster is packed once and only once. The clearer win is whichever plan uses the least number of tubes; you simply count how many tubes you end up using. Details about the posters and tube size follow below.

There are 8 posters and each identical tube can hold up to 100.0.
Poster 0 weighs 28.5 and will be rolled into a tube.
Poster 1 weighs 30.4 and will be rolled into a tube.
Poster 2 weighs 47.6 and will be rolled into a tube.
Poster 3 weighs 25.3 and will be rolled into a tube.
Poster 4 weighs 29.0 and will be rolled into a tube.
Poster 5 weighs 43.4 and will be rolled into a tube.
Poster 6 weighs 27.5 and will be rolled into a tube.
Poster 7 weighs 39.7 and will be rolled into a tube.
The goal is to keep every tube at or below 100.0 and to use as few tubes as possible.

Oh, and before you send back a packing plan, could you put it in a tiny JSON shape like this so it's easy to read and check?

{
  ""solution"": [[poster_id, ...], ...]
}

This is just a sketch of the shape I expect: ""solution"" is the outer list (each inner list is one mailing tube), and each poster_id is a placeholder for whatever poster identifier you'll use to show which posters go together in that tube. Think of it like filling out a simple form — one list per tube, poster identifiers inside.

This JSON is only the expected shape, not the actual answer.

Please use the identifiers exactly as they appear in the instance input — do not rename them or invent new labels.
""Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.""","[28.5, 30.4, 47.6, 25.3, 29.0, 43.4, 27.5, 39.7]","[[1, 3, 5], [0, 2], [4, 6, 7]]",3,"{'problem_type': 'BPP', 'bin_capacity': 100.0, 'n_items': 8, 'items': [{'item_id': 0, 'weight': 28.5}, {'item_id': 1, 'weight': 30.4}, {'item_id': 2, 'weight': 47.6}, {'item_id': 3, 'weight': 25.3}, {'item_id': 4, 'weight': 29.0}, {'item_id': 5, 'weight': 43.4}, {'item_id': 6, 'weight': 27.5}, {'item_id': 7, 'weight': 39.7}]}","[[1, 3, 5], [0, 2], [4, 6, 7]]",46,nl,0
BPP,BPP,"There’s a tester racing to copy demo assets to a stack of identical USBs. They can only put each asset bundle on a single USB, must not exceed the storage on any USB when summing the bundles on it, and want to finish with as few USBs as possible. To see which packing is better, count how many USBs are needed; fewer is better. The specific asset sizes and drive size appear below.

Each USB holds up to 100.0, and there are 5 bundles listed below.
Asset bundle 1 has size 48.6.
Asset bundle 2 has size 28.5.
Asset bundle 3 has size 25.6.
Asset bundle 4 has size 29.0.
Asset bundle 5 has size 25.7.
They must fit those 5 bundles onto USBs without exceeding 100.0 per drive, aiming to use as few USBs as possible.

Also, when you send the result please follow this simple JSON layout so it's easy to check automatically:

{
  ""solution"": [[bundle_id, ...], ...]
}

Think of ""solution"" as a list of USBs, and each inner list is the bundle identifiers that go on that USB. I swapped the placeholder name to bundle_id to match the story (keeps it a placeholder — don't replace it with concrete text here). This block is just a sketch of the shape I want, not the actual packing.

Quick reminder: use the exact identifiers from the instance input — do not rename them or invent new labels. 
- for example: ""Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.""","[48.6, 28.5, 25.6, 29.0, 25.7]","[[1, 3], [0, 2, 4]]",2,"{'problem_type': 'BPP', 'bin_capacity': 100.0, 'n_items': 5, 'items': [{'item_id': 1, 'weight': 48.6}, {'item_id': 2, 'weight': 28.5}, {'item_id': 3, 'weight': 25.6}, {'item_id': 4, 'weight': 29.0}, {'item_id': 5, 'weight': 25.7}]}","[[2, 4], [1, 3, 5]]",47,nl,1
BPP,BPP,"In the lab it comes down to arranging vials into cryoboxes so the freezer stays organized and safe. Every single vial needs to be put into one of the boxes (no vial left out or placed twice), and each box has a firm cap on how much it can safely hold. The smartest arrangement is the one that uses the fewest boxes — the success metric is just how many boxes are used — provided no box is overloaded. The exact vial details and box limits are listed below.

- **cryobox_capacity**: 100.0
- **n_vials**: 10

| vial_id | vial_weight |
|---|---|
| 1 | 27.4 |
| 2 | 41.2 |
| 3 | 25.3 |
| 4 | 31.4 |
| 5 | 25.6 |
| 6 | 49.7 |
| 7 | 40.2 |
| 8 | 43.2 |
| 9 | 29.6 |
| 10 | 35.4 |

Also, when you send back the actual packing, please use this simple JSON outline so it's easy to read and parse:

{
  ""solution"": [[vial_id, ...], ...]
}

Here, ""solution"" is a list of cryoboxes and each inner list is the vial identifiers that go into that box. The vial_id placeholder stands in for whatever vial labels you have in the instance (so each inner list is one box's contents). This is just a sketch of the shape I want — not the real packing yet.

Please make sure to use the exact identifiers from the instance input — don't rename them or invent new labels. Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.","[27.4, 41.2, 25.3, 31.4, 25.6, 49.7, 40.2, 43.2, 29.6, 35.4]","[[3, 5], [4, 7, 8], [0, 2, 9], [1, 6]]",4,"{'problem_type': 'BPP', 'bin_capacity': 100.0, 'n_items': 10, 'items': [{'item_id': 1, 'weight': 27.4}, {'item_id': 2, 'weight': 41.2}, {'item_id': 3, 'weight': 25.3}, {'item_id': 4, 'weight': 31.4}, {'item_id': 5, 'weight': 25.6}, {'item_id': 6, 'weight': 49.7}, {'item_id': 7, 'weight': 40.2}, {'item_id': 8, 'weight': 43.2}, {'item_id': 9, 'weight': 29.6}, {'item_id': 10, 'weight': 35.4}]}","[[4, 6], [5, 8, 9], [1, 3, 10], [2, 7]]",48,markdown_table,1
BPP,BPP,"Someone in the bakery has to sort every loaf into identical delivery crates, making sure no crate gets heavier than it’s meant to be and every loaf ends up in exactly one crate. The choice is which loaves to pair up in each crate so the weight stays within the allowed amount and nothing is left out or doubled up. A smarter stacking is the one that leaves the fewest crates to carry away; to check, simply count how many crates are used. Exact loaf weights and the crate capacity appear below.

The crate capacity is 150.0 and there are 5 loaves to sort.
Loaf 0 weighs 64.0.
Loaf 1 weighs 100.0.
Loaf 2 weighs 100.0.
Loaf 3 weighs 48.0.
Loaf 4 weighs 46.0.
The goal is to use as few crates as possible; no crate may exceed 150.0.

Oh, and when you send the packing plan back, please use this little JSON layout so it's easy to check:

{
  ""solution"": [[loaf_id, ...], ...]
}

Think of that as: ""solution"" is a list of crates, each inner list is the loaves (the loaf_id placeholders) that go into one crate. It's just a sketch of the shape I expect, not the actual packing — you'll replace the loaf_id placeholders with the real loaf identifiers from the instance.

One important note: do not rename any of the actual identifiers from the instance input — use them exactly as given, and don't introduce new labels. For example: ""Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.","[64.0, 100.0, 100.0, 48.0, 46.0]","[[2, 3], [0, 4], [1]]",3,"{'problem_type': 'BPP', 'bin_capacity': 150.0, 'n_items': 5, 'items': [{'item_id': 0, 'weight': 64.0}, {'item_id': 1, 'weight': 100.0}, {'item_id': 2, 'weight': 100.0}, {'item_id': 3, 'weight': 48.0}, {'item_id': 4, 'weight': 46.0}]}","[[2, 3], [0, 4], [1]]",49,nl,0
BPP,BPP,"There’s a stack of donated volumes that needs to be split into the same kind of storage boxes; every single book has to go into one box only, and nothing should be missing or placed in more than one spot. Each box only accepts a certain amount of bulk, so the total of the books inside each box must not exceed that allowance. The goal is to use as few boxes as possible — the winning plan is the one with the lower box count, which is simply counted. The specific donations and crate allowance are listed below.

# crate_capacity=100.0
# n_books=5
book_id,book_bulk
0,25.9
1,37.1
2,34.1
3,26.5
4,25.2

I'll show the shape I'd like the packing plan returned in — a tiny JSON sketch so it's clear how to format the answer.

{
  ""solution"": [[book_id, ...], ...]
}

This just means ""solution"" holds a list of boxes, and each inner list is the collection of book identifiers going into that box. Think of it like a quick packing list: each sub-list is one box and the items in it are the books put inside.

This JSON is only a sketch of the expected shape, not the actual packing plan.

Please make sure to use the exact identifiers from the instance input — do not rename them or invent new labels. Valid identifiers look like plain numbers such as “1” or “23”, single capital letters like “A” or “B”, or a capital letter followed by digits like “A1” or “X7”.","[25.9, 37.1, 34.1, 26.5, 25.2]","[[0, 1, 2], [3, 4]]",2,"{'problem_type': 'BPP', 'bin_capacity': 100.0, 'n_items': 5, 'items': [{'item_id': 0, 'weight': 25.9}, {'item_id': 1, 'weight': 37.1}, {'item_id': 2, 'weight': 34.1}, {'item_id': 3, 'weight': 26.5}, {'item_id': 4, 'weight': 25.2}]}","[[0, 1, 2], [3, 4]]",50,csv,0
